역명,일자, 이용인원 , 승차인원 , 하차인원 
계양,2024-01-23,6479,3235,3244
귤현,2024-01-23,2073,809,1264
박촌,2024-01-23,6581,3373,3208
임학,2024-01-23,14354,7257,7097
계산,2024-01-23,16417,8281,8136
경인교대입구,2024-01-23,9156,4597,4559
작전,2024-01-23,24504,12480,12024
갈산,2024-01-23,17816,8973,8843
부평구청,2024-01-23,12024,5873,6151
부평시장,2024-01-23,23235,11557,11678
부평,2024-01-23,12197,6249,5948
동수,2024-01-23,7517,3813,3704
부평삼거리,2024-01-23,3942,1991,1951
간석오거리,2024-01-23,18858,9820,9038
인천시청,2024-01-23,9741,4869,4872
예술회관,2024-01-23,21577,10785,10792
인천터미널,2024-01-23,21855,10750,11105
문학경기장,2024-01-23,2945,1522,1423
선학,2024-01-23,10564,5269,5295
신연수,2024-01-23,9645,4945,4700
원인재,2024-01-23,4857,2644,2213
동춘,2024-01-23,17715,8660,9055
동막,2024-01-23,9232,4869,4363
캠퍼스타운,2024-01-23,9423,4653,4770
테크노파크,2024-01-23,18426,9271,9155
지식정보단지,2024-01-23,8933,4312,4621
인천대입구,2024-01-23,11658,5750,5908
센트럴파크(재외동포청),2024-01-23,6411,3196,3215
국제업무지구,2024-01-23,3760,1926,1834
송도달빛축제공원,2024-01-23,8338,4193,4145
계양,2024-01-24,6785,3404,3381
귤현,2024-01-24,2128,812,1316
박촌,2024-01-24,6899,3607,3292
임학,2024-01-24,14788,7440,7348
계산,2024-01-24,17471,8848,8623
경인교대입구,2024-01-24,9488,4772,4716
작전,2024-01-24,25452,12832,12620
갈산,2024-01-24,18446,9290,9156
부평구청,2024-01-24,12498,6146,6352
부평시장,2024-01-24,24369,12170,12199
부평,2024-01-24,12461,6378,6083
동수,2024-01-24,7836,3920,3916
부평삼거리,2024-01-24,4058,2053,2005
간석오거리,2024-01-24,19975,10249,9726
인천시청,2024-01-24,10165,5112,5053
예술회관,2024-01-24,22932,11329,11603
인천터미널,2024-01-24,23278,11457,11821
문학경기장,2024-01-24,3331,1726,1605
선학,2024-01-24,11264,5640,5624
신연수,2024-01-24,10083,5166,4917
원인재,2024-01-24,5426,2908,2518
동춘,2024-01-24,18756,9177,9579
동막,2024-01-24,9779,5209,4570
캠퍼스타운,2024-01-24,9885,4968,4917
테크노파크,2024-01-24,19730,9859,9871
지식정보단지,2024-01-24,9308,4485,4823
인천대입구,2024-01-24,12236,6103,6133
센트럴파크(재외동포청),2024-01-24,6849,3450,3399
국제업무지구,2024-01-24,3788,1927,1861
송도달빛축제공원,2024-01-24,8930,4478,4452
계양,2024-01-25,7065,3484,3581
귤현,2024-01-25,2091,839,1252
박촌,2024-01-25,7083,3714,3369
임학,2024-01-25,15128,7637,7491
계산,2024-01-25,17874,9087,8787
경인교대입구,2024-01-25,10207,5076,5131
작전,2024-01-25,26292,13319,12973
갈산,2024-01-25,18673,9420,9253
부평구청,2024-01-25,12882,6346,6536
부평시장,2024-01-25,25494,12707,12787
부평,2024-01-25,12878,6558,6320
동수,2024-01-25,7968,4053,3915
부평삼거리,2024-01-25,4567,2305,2262
간석오거리,2024-01-25,20817,10761,10056
인천시청,2024-01-25,10246,5162,5084
예술회관,2024-01-25,23693,11634,12059
인천터미널,2024-01-25,24695,12223,12472
문학경기장,2024-01-25,3418,1752,1666
선학,2024-01-25,11867,5964,5903
신연수,2024-01-25,10361,5295,5066
원인재,2024-01-25,5445,2955,2490
동춘,2024-01-25,20018,9781,10237
동막,2024-01-25,9874,5268,4606
캠퍼스타운,2024-01-25,10799,5425,5374
테크노파크,2024-01-25,20502,10213,10289
지식정보단지,2024-01-25,9309,4458,4851
인천대입구,2024-01-25,13089,6516,6573
센트럴파크(재외동포청),2024-01-25,7250,3635,3615
국제업무지구,2024-01-25,3967,1990,1977
송도달빛축제공원,2024-01-25,9409,4672,4737
계양,2024-01-26,7320,3696,3624
귤현,2024-01-26,2323,917,1406
박촌,2024-01-26,7176,3803,3373
임학,2024-01-26,16336,8136,8200
계산,2024-01-26,18926,9624,9302
경인교대입구,2024-01-26,10412,5165,5247
작전,2024-01-26,28115,14310,13805
갈산,2024-01-26,18791,9599,9192
부평구청,2024-01-26,13673,6799,6874
부평시장,2024-01-26,27160,13489,13671
부평,2024-01-26,14208,7087,7121
동수,2024-01-26,8108,4124,3984
부평삼거리,2024-01-26,4613,2378,2235
간석오거리,2024-01-26,21437,11191,10246
인천시청,2024-01-26,10451,5290,5161
예술회관,2024-01-26,25266,12149,13117
인천터미널,2024-01-26,28859,14059,14800
문학경기장,2024-01-26,3652,1892,1760
선학,2024-01-26,12660,6336,6324
신연수,2024-01-26,10656,5556,5100
원인재,2024-01-26,5656,3016,2640
동춘,2024-01-26,20908,10240,10668
동막,2024-01-26,10357,5524,4833
캠퍼스타운,2024-01-26,11318,5686,5632
테크노파크,2024-01-26,21595,10800,10795
지식정보단지,2024-01-26,9755,4786,4969
인천대입구,2024-01-26,13539,6640,6899
센트럴파크(재외동포청),2024-01-26,7834,3900,3934
국제업무지구,2024-01-26,3963,2030,1933
송도달빛축제공원,2024-01-26,10062,5152,4910
계양,2024-01-27,5809,2812,2997
귤현,2024-01-27,1443,652,791
박촌,2024-01-27,5450,2908,2542
임학,2024-01-27,12097,6167,5930
계산,2024-01-27,17628,8868,8760
경인교대입구,2024-01-27,8546,4315,4231
작전,2024-01-27,21201,10913,10288
갈산,2024-01-27,9938,5081,4857
부평구청,2024-01-27,10074,4888,5186
부평시장,2024-01-27,19068,9489,9579
부평,2024-01-27,13125,6535,6590
동수,2024-01-27,5381,2771,2610
부평삼거리,2024-01-27,4309,2084,2225
간석오거리,2024-01-27,16413,8604,7809
인천시청,2024-01-27,6935,3589,3346
예술회관,2024-01-27,17352,8201,9151
인천터미널,2024-01-27,27070,13187,13883
문학경기장,2024-01-27,2598,1317,1281
선학,2024-01-27,10637,5317,5320
신연수,2024-01-27,6156,3238,2918
원인재,2024-01-27,3266,1785,1481
동춘,2024-01-27,15063,7411,7652
동막,2024-01-27,6532,3494,3038
캠퍼스타운,2024-01-27,7552,3980,3572
테크노파크,2024-01-27,17840,8856,8984
지식정보단지,2024-01-27,4054,2099,1955
인천대입구,2024-01-27,10244,5114,5130
센트럴파크(재외동포청),2024-01-27,6542,3215,3327
국제업무지구,2024-01-27,1863,979,884
송도달빛축제공원,2024-01-27,7881,3985,3896
계양,2024-01-28,3973,1833,2140
귤현,2024-01-28,907,418,489
박촌,2024-01-28,3982,2049,1933
임학,2024-01-28,8588,4363,4225
계산,2024-01-28,12920,6454,6466
경인교대입구,2024-01-28,6848,3413,3435
작전,2024-01-28,13936,7121,6815
갈산,2024-01-28,6286,3204,3082
부평구청,2024-01-28,6878,3372,3506
부평시장,2024-01-28,14233,7064,7169
부평,2024-01-28,9085,4799,4286
동수,2024-01-28,4104,2103,2001
부평삼거리,2024-01-28,3494,1718,1776
간석오거리,2024-01-28,11854,6195,5659
인천시청,2024-01-28,4693,2367,2326
예술회관,2024-01-28,11080,5390,5690
인천터미널,2024-01-28,21252,10769,10483
문학경기장,2024-01-28,1013,517,496
선학,2024-01-28,7340,3554,3786
신연수,2024-01-28,4153,2156,1997
원인재,2024-01-28,2261,1194,1067
동춘,2024-01-28,8814,4440,4374
동막,2024-01-28,4193,2154,2039
캠퍼스타운,2024-01-28,5314,2689,2625
테크노파크,2024-01-28,13519,6635,6884
지식정보단지,2024-01-28,2811,1333,1478
인천대입구,2024-01-28,7088,3449,3639
센트럴파크(재외동포청),2024-01-28,4163,2065,2098
국제업무지구,2024-01-28,750,379,371
송도달빛축제공원,2024-01-28,5912,2894,3018
계양,2024-01-29,7137,3523,3614
귤현,2024-01-29,2174,846,1328
박촌,2024-01-29,7045,3706,3339
임학,2024-01-29,15408,7822,7586
계산,2024-01-29,18331,9278,9053
경인교대입구,2024-01-29,10172,5124,5048
작전,2024-01-29,26631,13598,13033
갈산,2024-01-29,18830,9475,9355
부평구청,2024-01-29,12898,6340,6558
부평시장,2024-01-29,26088,13051,13037
부평,2024-01-29,12668,6444,6224
동수,2024-01-29,8122,4130,3992
부평삼거리,2024-01-29,4616,2324,2292
간석오거리,2024-01-29,20492,10671,9821
인천시청,2024-01-29,9994,4971,5023
예술회관,2024-01-29,23515,11636,11879
인천터미널,2024-01-29,24685,12125,12560
문학경기장,2024-01-29,3620,1775,1845
선학,2024-01-29,11560,5744,5816
신연수,2024-01-29,10605,5405,5200
원인재,2024-01-29,5325,2839,2486
동춘,2024-01-29,20125,9834,10291
동막,2024-01-29,10074,5271,4803
캠퍼스타운,2024-01-29,10968,5504,5464
테크노파크,2024-01-29,20048,10103,9945
지식정보단지,2024-01-29,9539,4619,4920
인천대입구,2024-01-29,12331,6144,6187
센트럴파크(재외동포청),2024-01-29,7249,3624,3625
국제업무지구,2024-01-29,4017,2069,1948
송도달빛축제공원,2024-01-29,9643,4830,4813
계양,2024-01-30,7310,3673,3637
귤현,2024-01-30,2157,843,1314
박촌,2024-01-30,7286,3789,3497
임학,2024-01-30,15836,8022,7814
계산,2024-01-30,18364,9293,9071
경인교대입구,2024-01-30,10234,5104,5130
작전,2024-01-30,27417,13929,13488
갈산,2024-01-30,19081,9610,9471
부평구청,2024-01-30,13281,6523,6758
부평시장,2024-01-30,26656,13229,13427
부평,2024-01-30,12761,6442,6319
동수,2024-01-30,8061,4080,3981
부평삼거리,2024-01-30,4846,2428,2418
간석오거리,2024-01-30,21375,11125,10250
인천시청,2024-01-30,10369,5207,5162
예술회관,2024-01-30,23811,11644,12167
인천터미널,2024-01-30,25089,12416,12673
문학경기장,2024-01-30,3597,1858,1739
선학,2024-01-30,11964,5957,6007
신연수,2024-01-30,10386,5305,5081
원인재,2024-01-30,5448,2925,2523
동춘,2024-01-30,20067,9864,10203
동막,2024-01-30,10029,5249,4780
캠퍼스타운,2024-01-30,10649,5371,5278
테크노파크,2024-01-30,20518,10294,10224
지식정보단지,2024-01-30,9579,4624,4955
인천대입구,2024-01-30,12924,6412,6512
센트럴파크(재외동포청),2024-01-30,7534,3802,3732
국제업무지구,2024-01-30,4121,2109,2012
송도달빛축제공원,2024-01-30,9896,4951,4945
계양,2024-01-31,7315,3645,3670
귤현,2024-01-31,2255,928,1327
박촌,2024-01-31,7310,3832,3478
임학,2024-01-31,15606,7881,7725
계산,2024-01-31,18690,9368,9322
경인교대입구,2024-01-31,10276,5140,5136
작전,2024-01-31,26620,13456,13164
갈산,2024-01-31,19214,9682,9532
부평구청,2024-01-31,13257,6568,6689
부평시장,2024-01-31,26905,13398,13507
부평,2024-01-31,12860,6494,6366
동수,2024-01-31,8197,4193,4004
부평삼거리,2024-01-31,4871,2422,2449
간석오거리,2024-01-31,21212,11019,10193
인천시청,2024-01-31,10618,5345,5273
예술회관,2024-01-31,24417,12007,12410
인천터미널,2024-01-31,25429,12485,12944
문학경기장,2024-01-31,3492,1744,1748
선학,2024-01-31,12074,6088,5986
신연수,2024-01-31,10524,5383,5141
원인재,2024-01-31,5477,2931,2546
동춘,2024-01-31,20077,9873,10204
동막,2024-01-31,10039,5346,4693
캠퍼스타운,2024-01-31,10931,5538,5393
테크노파크,2024-01-31,20898,10444,10454
지식정보단지,2024-01-31,9827,4763,5064
인천대입구,2024-01-31,12936,6473,6463
센트럴파크(재외동포청),2024-01-31,7705,3838,3867
국제업무지구,2024-01-31,4017,2071,1946
송도달빛축제공원,2024-01-31,9913,5036,4877
계양,2024-02-01,7400,3686,3714
귤현,2024-02-01,2274,905,1369
박촌,2024-02-01,7384,3882,3502
임학,2024-02-01,15775,7916,7859
계산,2024-02-01,18952,9593,9359
경인교대입구,2024-02-01,10201,5082,5119
작전,2024-02-01,28642,14475,14167
갈산,2024-02-01,19117,9653,9464
부평구청,2024-02-01,13140,6476,6664
부평시장,2024-02-01,26603,13290,13313
부평,2024-02-01,12688,6413,6275
동수,2024-02-01,8226,4181,4045
부평삼거리,2024-02-01,4855,2431,2424
간석오거리,2024-02-01,21064,10925,10139
인천시청,2024-02-01,10756,5379,5377
예술회관,2024-02-01,23834,11613,12221
인천터미널,2024-02-01,24777,12245,12532
문학경기장,2024-02-01,3593,1817,1776
선학,2024-02-01,12033,6002,6031
신연수,2024-02-01,10705,5478,5227
원인재,2024-02-01,5556,3017,2539
동춘,2024-02-01,20242,9882,10360
동막,2024-02-01,10019,5310,4709
캠퍼스타운,2024-02-01,11189,5590,5599
테크노파크,2024-02-01,20364,10162,10202
지식정보단지,2024-02-01,10029,4838,5191
인천대입구,2024-02-01,12694,6339,6355
센트럴파크(재외동포청),2024-02-01,7607,3863,3744
국제업무지구,2024-02-01,4117,2083,2034
송도달빛축제공원,2024-02-01,9805,4997,4808
계양,2024-02-02,7379,3732,3647
귤현,2024-02-02,2346,919,1427
박촌,2024-02-02,7550,3985,3565
임학,2024-02-02,16597,8400,8197
계산,2024-02-02,20129,10275,9854
경인교대입구,2024-02-02,10828,5441,5387
작전,2024-02-02,28017,14314,13703
갈산,2024-02-02,19243,9764,9479
부평구청,2024-02-02,13693,6696,6997
부평시장,2024-02-02,27242,13663,13579
부평,2024-02-02,13899,6944,6955
동수,2024-02-02,8382,4318,4064
부평삼거리,2024-02-02,5128,2588,2540
간석오거리,2024-02-02,21098,11069,10029
인천시청,2024-02-02,10497,5288,5209
예술회관,2024-02-02,25051,11906,13145
인천터미널,2024-02-02,27839,13500,14339
문학경기장,2024-02-02,3710,1890,1820
선학,2024-02-02,12313,6198,6115
신연수,2024-02-02,10785,5514,5271
원인재,2024-02-02,5852,3162,2690
동춘,2024-02-02,21194,10477,10717
동막,2024-02-02,10438,5556,4882
캠퍼스타운,2024-02-02,11560,5826,5734
테크노파크,2024-02-02,21454,10762,10692
지식정보단지,2024-02-02,10089,4946,5143
인천대입구,2024-02-02,13445,6633,6812
센트럴파크(재외동포청),2024-02-02,7982,3926,4056
국제업무지구,2024-02-02,4108,2098,2010
송도달빛축제공원,2024-02-02,10366,5242,5124
계양,2024-02-03,5588,2701,2887
귤현,2024-02-03,1379,624,755
박촌,2024-02-03,5381,2819,2562
임학,2024-02-03,11527,5803,5724
계산,2024-02-03,16148,8109,8039
경인교대입구,2024-02-03,8475,4237,4238
작전,2024-02-03,20875,10728,10147
갈산,2024-02-03,9637,5046,4591
부평구청,2024-02-03,9426,4632,4794
부평시장,2024-02-03,18665,9278,9387
부평,2024-02-03,12424,6253,6171
동수,2024-02-03,5318,2727,2591
부평삼거리,2024-02-03,5536,2724,2812
간석오거리,2024-02-03,15749,8251,7498
인천시청,2024-02-03,7213,3709,3504
예술회관,2024-02-03,16844,7888,8956
인천터미널,2024-02-03,25407,12554,12853
문학경기장,2024-02-03,2654,1322,1332
선학,2024-02-03,9715,4850,4865
신연수,2024-02-03,5875,3083,2792
원인재,2024-02-03,3233,1703,1530
동춘,2024-02-03,14467,7184,7283
동막,2024-02-03,6087,3212,2875
캠퍼스타운,2024-02-03,7305,3759,3546
테크노파크,2024-02-03,16660,8211,8449
지식정보단지,2024-02-03,4044,2034,2010
인천대입구,2024-02-03,9737,4794,4943
센트럴파크(재외동포청),2024-02-03,6145,3022,3123
국제업무지구,2024-02-03,1836,964,872
송도달빛축제공원,2024-02-03,7454,3791,3663
계양,2024-02-04,4172,1968,2204
귤현,2024-02-04,995,417,578
박촌,2024-02-04,4036,2118,1918
임학,2024-02-04,8732,4497,4235
계산,2024-02-04,12618,6305,6313
경인교대입구,2024-02-04,6945,3461,3484
작전,2024-02-04,14176,7291,6885
갈산,2024-02-04,6166,3150,3016
부평구청,2024-02-04,6876,3394,3482
부평시장,2024-02-04,14758,7271,7487
부평,2024-02-04,8790,4671,4119
동수,2024-02-04,4191,2141,2050
부평삼거리,2024-02-04,5329,2655,2674
간석오거리,2024-02-04,12105,6360,5745
인천시청,2024-02-04,5123,2622,2501
예술회관,2024-02-04,11989,5894,6095
인천터미널,2024-02-04,21177,10703,10474
문학경기장,2024-02-04,1357,676,681
선학,2024-02-04,7690,3798,3892
신연수,2024-02-04,4542,2279,2263
원인재,2024-02-04,2445,1283,1162
동춘,2024-02-04,11502,5620,5882
동막,2024-02-04,4203,2182,2021
캠퍼스타운,2024-02-04,5394,2685,2709
테크노파크,2024-02-04,13574,6703,6871
지식정보단지,2024-02-04,2759,1374,1385
인천대입구,2024-02-04,7358,3559,3799
센트럴파크(재외동포청),2024-02-04,4880,2388,2492
국제업무지구,2024-02-04,792,441,351
송도달빛축제공원,2024-02-04,6214,3042,3172
계양,2024-02-05,6881,3385,3496
귤현,2024-02-05,2165,852,1313
박촌,2024-02-05,7163,3731,3432
임학,2024-02-05,14946,7540,7406
계산,2024-02-05,17439,8836,8603
경인교대입구,2024-02-05,10006,5016,4990
작전,2024-02-05,25881,13036,12845
갈산,2024-02-05,18554,9469,9085
부평구청,2024-02-05,12606,6128,6478
부평시장,2024-02-05,25043,12535,12508
부평,2024-02-05,12313,6270,6043
동수,2024-02-05,8236,4239,3997
부평삼거리,2024-02-05,4444,2218,2226
간석오거리,2024-02-05,19717,10272,9445
인천시청,2024-02-05,10585,5336,5249
예술회관,2024-02-05,22575,11283,11292
인천터미널,2024-02-05,23538,11501,12037
문학경기장,2024-02-05,3395,1757,1638
선학,2024-02-05,10908,5444,5464
신연수,2024-02-05,10088,5160,4928
원인재,2024-02-05,5099,2724,2375
동춘,2024-02-05,19089,9262,9827
동막,2024-02-05,9678,5141,4537
캠퍼스타운,2024-02-05,10298,5165,5133
테크노파크,2024-02-05,19291,9676,9615
지식정보단지,2024-02-05,9628,4669,4959
인천대입구,2024-02-05,12027,5927,6100
센트럴파크(재외동포청),2024-02-05,6946,3498,3448
국제업무지구,2024-02-05,4072,2123,1949
송도달빛축제공원,2024-02-05,9224,4616,4608
계양,2024-02-06,7142,3570,3572
귤현,2024-02-06,2288,907,1381
박촌,2024-02-06,7726,4023,3703
임학,2024-02-06,15669,7917,7752
계산,2024-02-06,18539,9439,9100
경인교대입구,2024-02-06,10192,5127,5065
작전,2024-02-06,27515,13959,13556
갈산,2024-02-06,18925,9622,9303
부평구청,2024-02-06,13401,6604,6797
부평시장,2024-02-06,27432,13669,13763
부평,2024-02-06,13235,6673,6562
동수,2024-02-06,8260,4252,4008
부평삼거리,2024-02-06,5341,2692,2649
간석오거리,2024-02-06,21078,10937,10141
인천시청,2024-02-06,11237,5656,5581
예술회관,2024-02-06,23824,11656,12168
인천터미널,2024-02-06,25283,12352,12931
문학경기장,2024-02-06,3544,1798,1746
선학,2024-02-06,11893,5945,5948
신연수,2024-02-06,10982,5623,5359
원인재,2024-02-06,5531,2984,2547
동춘,2024-02-06,20639,10199,10440
동막,2024-02-06,10081,5297,4784
캠퍼스타운,2024-02-06,11177,5579,5598
테크노파크,2024-02-06,21052,10596,10456
지식정보단지,2024-02-06,10155,4952,5203
인천대입구,2024-02-06,12930,6397,6533
센트럴파크(재외동포청),2024-02-06,7784,3912,3872
국제업무지구,2024-02-06,4085,2088,1997
송도달빛축제공원,2024-02-06,10064,5064,5000
계양,2024-02-07,7324,3665,3659
귤현,2024-02-07,2214,872,1342
박촌,2024-02-07,7674,3980,3694
임학,2024-02-07,16010,7967,8043
계산,2024-02-07,18917,9619,9298
경인교대입구,2024-02-07,10512,5236,5276
작전,2024-02-07,27723,14030,13693
갈산,2024-02-07,18973,9613,9360
부평구청,2024-02-07,13313,6557,6756
부평시장,2024-02-07,27459,13679,13780
부평,2024-02-07,13518,6892,6626
동수,2024-02-07,8372,4265,4107
부평삼거리,2024-02-07,6216,3121,3095
간석오거리,2024-02-07,21178,10995,10183
인천시청,2024-02-07,10823,5415,5408
예술회관,2024-02-07,23903,11751,12152
인천터미널,2024-02-07,26594,12769,13825
문학경기장,2024-02-07,3549,1771,1778
선학,2024-02-07,12134,6082,6052
신연수,2024-02-07,10998,5669,5329
원인재,2024-02-07,5601,2971,2630
동춘,2024-02-07,21006,10217,10789
동막,2024-02-07,10231,5482,4749
캠퍼스타운,2024-02-07,11200,5590,5610
테크노파크,2024-02-07,20871,10486,10385
지식정보단지,2024-02-07,9884,4803,5081
인천대입구,2024-02-07,13188,6640,6548
센트럴파크(재외동포청),2024-02-07,7768,3882,3886
국제업무지구,2024-02-07,4027,2051,1976
송도달빛축제공원,2024-02-07,10015,5100,4915
계양,2024-02-08,7121,3603,3518
귤현,2024-02-08,2208,921,1287
박촌,2024-02-08,7171,3872,3299
임학,2024-02-08,15963,8017,7946
계산,2024-02-08,18743,9527,9216
경인교대입구,2024-02-08,10669,5341,5328
작전,2024-02-08,27047,13663,13384
갈산,2024-02-08,17833,9127,8706
부평구청,2024-02-08,13387,6687,6700
부평시장,2024-02-08,26860,13355,13505
부평,2024-02-08,14639,7255,7384
동수,2024-02-08,7925,4134,3791
부평삼거리,2024-02-08,6399,3219,3180
간석오거리,2024-02-08,20674,10845,9829
인천시청,2024-02-08,10149,5204,4945
예술회관,2024-02-08,23901,11471,12430
인천터미널,2024-02-08,32394,14518,17876
문학경기장,2024-02-08,3258,1631,1627
선학,2024-02-08,12232,6205,6027
신연수,2024-02-08,9917,5122,4795
원인재,2024-02-08,5062,2674,2388
동춘,2024-02-08,21248,10142,11106
동막,2024-02-08,9792,5269,4523
캠퍼스타운,2024-02-08,10828,5579,5249
테크노파크,2024-02-08,20465,10363,10102
지식정보단지,2024-02-08,8802,4334,4468
인천대입구,2024-02-08,12260,6225,6035
센트럴파크(재외동포청),2024-02-08,7597,3801,3796
국제업무지구,2024-02-08,3570,1842,1728
송도달빛축제공원,2024-02-08,9645,4933,4712
계양,2024-02-09,3652,1689,1963
귤현,2024-02-09,822,383,439
박촌,2024-02-09,3347,1733,1614
임학,2024-02-09,7565,3717,3848
계산,2024-02-09,10293,5241,5052
경인교대입구,2024-02-09,5441,2740,2701
작전,2024-02-09,12153,6141,6012
갈산,2024-02-09,5439,2837,2602
부평구청,2024-02-09,5798,2829,2969
부평시장,2024-02-09,12258,6047,6211
부평,2024-02-09,8054,4004,4050
동수,2024-02-09,3419,1707,1712
부평삼거리,2024-02-09,8450,4203,4247
간석오거리,2024-02-09,9847,5133,4714
인천시청,2024-02-09,3969,2039,1930
예술회관,2024-02-09,10164,5011,5153
인천터미널,2024-02-09,19691,8421,11270
문학경기장,2024-02-09,812,406,406
선학,2024-02-09,6524,3235,3289
신연수,2024-02-09,4118,2144,1974
원인재,2024-02-09,2072,1115,957
동춘,2024-02-09,11041,5377,5664
동막,2024-02-09,3819,2019,1800
캠퍼스타운,2024-02-09,4217,2202,2015
테크노파크,2024-02-09,12258,6238,6020
지식정보단지,2024-02-09,2198,1171,1027
인천대입구,2024-02-09,5349,2751,2598
센트럴파크(재외동포청),2024-02-09,4022,2080,1942
국제업무지구,2024-02-09,441,243,198
송도달빛축제공원,2024-02-09,4816,2451,2365
계양,2024-02-10,3052,1434,1618
귤현,2024-02-10,772,391,381
박촌,2024-02-10,3164,1608,1556
임학,2024-02-10,6629,3347,3282
계산,2024-02-10,8878,4482,4396
경인교대입구,2024-02-10,5234,2579,2655
작전,2024-02-10,10977,5499,5478
갈산,2024-02-10,4895,2588,2307
부평구청,2024-02-10,5354,2672,2682
부평시장,2024-02-10,9577,4772,4805
부평,2024-02-10,6021,2865,3156
동수,2024-02-10,3177,1621,1556
부평삼거리,2024-02-10,20808,10424,10384
간석오거리,2024-02-10,9309,4974,4335
인천시청,2024-02-10,3815,2001,1814
예술회관,2024-02-10,7948,3754,4194
인천터미널,2024-02-10,14050,7095,6955
문학경기장,2024-02-10,729,357,372
선학,2024-02-10,5813,2892,2921
신연수,2024-02-10,3609,1890,1719
원인재,2024-02-10,1929,1019,910
동춘,2024-02-10,9037,4479,4558
동막,2024-02-10,2975,1601,1374
캠퍼스타운,2024-02-10,3183,1598,1585
테크노파크,2024-02-10,6222,3067,3155
지식정보단지,2024-02-10,1567,782,785
인천대입구,2024-02-10,3802,1887,1915
센트럴파크(재외동포청),2024-02-10,3006,1458,1548
국제업무지구,2024-02-10,322,174,148
송도달빛축제공원,2024-02-10,3451,1720,1731
계양,2024-02-11,3759,1772,1987
귤현,2024-02-11,839,405,434
박촌,2024-02-11,3740,1971,1769
임학,2024-02-11,7911,3923,3988
계산,2024-02-11,11488,5747,5741
경인교대입구,2024-02-11,6244,3091,3153
작전,2024-02-11,12428,6410,6018
갈산,2024-02-11,5615,2890,2725
부평구청,2024-02-11,6214,3071,3143
부평시장,2024-02-11,11993,6062,5931
부평,2024-02-11,8909,4391,4518
동수,2024-02-11,3619,1809,1810
부평삼거리,2024-02-11,6876,3489,3387
간석오거리,2024-02-11,11435,5933,5502
인천시청,2024-02-11,4402,2266,2136
예술회관,2024-02-11,11114,5106,6008
인천터미널,2024-02-11,23838,12751,11087
문학경기장,2024-02-11,829,437,392
선학,2024-02-11,6982,3415,3567
신연수,2024-02-11,3842,2004,1838
원인재,2024-02-11,2124,1097,1027
동춘,2024-02-11,9210,4753,4457
동막,2024-02-11,3895,2060,1835
캠퍼스타운,2024-02-11,4548,2338,2210
테크노파크,2024-02-11,15132,7582,7550
지식정보단지,2024-02-11,2266,1136,1130
인천대입구,2024-02-11,5827,2750,3077
센트럴파크(재외동포청),2024-02-11,4161,2009,2152
국제업무지구,2024-02-11,563,298,265
송도달빛축제공원,2024-02-11,5456,2738,2718
계양,2024-02-12,4278,1999,2279
귤현,2024-02-12,942,451,491
박촌,2024-02-12,3850,2038,1812
임학,2024-02-12,8321,4230,4091
계산,2024-02-12,12707,6260,6447
경인교대입구,2024-02-12,6002,3033,2969
작전,2024-02-12,13405,6854,6551
갈산,2024-02-12,5988,3046,2942
부평구청,2024-02-12,6724,3320,3404
부평시장,2024-02-12,12745,6324,6421
부평,2024-02-12,9631,4908,4723
동수,2024-02-12,3670,1864,1806
부평삼거리,2024-02-12,5313,2637,2676
간석오거리,2024-02-12,12245,6283,5962
인천시청,2024-02-12,4716,2374,2342
예술회관,2024-02-12,12315,5915,6400
인천터미널,2024-02-12,24937,13220,11717
문학경기장,2024-02-12,1057,547,510
선학,2024-02-12,7110,3454,3656
신연수,2024-02-12,4269,2177,2092
원인재,2024-02-12,2306,1221,1085
동춘,2024-02-12,12043,5988,6055
동막,2024-02-12,4202,2188,2014
캠퍼스타운,2024-02-12,5242,2651,2591
테크노파크,2024-02-12,15175,7463,7712
지식정보단지,2024-02-12,2694,1262,1432
인천대입구,2024-02-12,6686,3181,3505
센트럴파크(재외동포청),2024-02-12,4811,2392,2419
국제업무지구,2024-02-12,658,368,290
송도달빛축제공원,2024-02-12,6018,2963,3055
계양,2024-02-13,7161,3555,3606
귤현,2024-02-13,2109,834,1275
박촌,2024-02-13,7296,3861,3435
임학,2024-02-13,15517,7873,7644
계산,2024-02-13,18194,9161,9033
경인교대입구,2024-02-13,10081,5031,5050
작전,2024-02-13,26353,13363,12990
갈산,2024-02-13,17953,9061,8892
부평구청,2024-02-13,12680,6173,6507
부평시장,2024-02-13,24881,12427,12454
부평,2024-02-13,13287,6678,6609
동수,2024-02-13,8066,4090,3976
부평삼거리,2024-02-13,5005,2510,2495
간석오거리,2024-02-13,20184,10533,9651
인천시청,2024-02-13,10231,5161,5070
예술회관,2024-02-13,23062,11368,11694
인천터미널,2024-02-13,26838,13586,13252
문학경기장,2024-02-13,3582,1797,1785
선학,2024-02-13,11508,5666,5842
신연수,2024-02-13,9835,5022,4813
원인재,2024-02-13,5200,2781,2419
동춘,2024-02-13,19174,9446,9728
동막,2024-02-13,9563,5038,4525
캠퍼스타운,2024-02-13,10424,5243,5181
테크노파크,2024-02-13,20122,10051,10071
지식정보단지,2024-02-13,8585,4120,4465
인천대입구,2024-02-13,13105,6465,6640
센트럴파크(재외동포청),2024-02-13,7126,3604,3522
국제업무지구,2024-02-13,3911,2016,1895
송도달빛축제공원,2024-02-13,9674,4824,4850
